id_card,name,insurance_type,status,company_id,company_name,last_payment_date
510100000000000058,参保人0058,职工养老,正常参保,COMP0152,单位054,2026-04-09
510100000000000059,参保人0059,职工医保,正常参保,COMP0116,单位075,2026-04-16
510100000000000060,参保人0060,居民养老,正常参保,COMP0104,单位084,2025-11-26
510100000000000061,参保人0061,职工养老,正常参保,COMP0099,单位153,2025-08-23
510100000000000062,参保人0062,居民医保,正常参保,COMP0194,单位054,2026-02-25
510100000000000063,参保人0063,工伤,正常参保,COMP0161,单位068,2025-10-22
510100000000000064,参保人0064,失业,正常参保,COMP0048,单位148,2026-03-25
510100000000000065,参保人0065,职工养老,正常参保,COMP0128,单位033,2026-02-12
510100000000000066,参保人0066,居民养老,正常参保,COMP0115,单位119,2026-07-16
510100000000000067,参保人0067,失业,正常参保,COMP0038,单位109,2026-06-17
510100000000000068,参保人0068,失业,正常参保,COMP0027,单位027,2025-12-24
510100000000000069,参保人0069,工伤,正常参保,COMP0097,单位028,2025-09-24
510100000000000070,参保人0070,职工养老,正常参保,COMP0035,单位192,2026-06-19
510100000000000071,参保人0071,职工医保,正常参保,COMP0158,单位046,2026-08-01
510100000000000072,参保人0072,职工养老,正常参保,COMP0024,单位093,2025-10-09
510100000000000073,参保人0073,工伤,暂停参保,COMP0099,单位188,2026-04-13
510100000000000074,参保人0074,工伤,正常参保,COMP0160,单位161,2025-11-24
510100000000000075,参保人0075,职工养老,正常参保,COMP0025,单位054,2026-06-10
510100000000000076,参保人0076,职工养老,正常参保,COMP0024,单位114,2025-10-23
510100000000000077,参保人0077,失业,正常参保,COMP0194,单位127,2026-03-05
510100000000000078,参保人0078,居民医保,正常参保,COMP0017,单位104,2025-10-12
510100000000000079,参保人0079,失业,正常参保,COMP0039,单位170,2025-12-03
510100000000000080,参保人0080,居民医保,终止参保,COMP0050,单位153,2026-07-25
510100000000000081,参保人0081,居民养老,正常参保,COMP0057,单位036,2026-02-15
510100000000000082,参保人0082,居民养老,正常参保,COMP0008,单位144,2026-03-18
510100000000000083,参保人0083,居民养老,正常参保,COMP0143,单位092,2025-08-18
510100000000000084,参保人0084,居民医保,正常参保,COMP0191,单位086,2026-06-17
510100000000000085,参保人0085,职工医保,正常参保,COMP0063,单位190,2026-04-04
510100000000000086,参保人0086,失业,正常参保,COMP0058,单位086,2025-10-06
510100000000000087,参保人0087,居民养老,正常参保,COMP0070,单位015,2026-06-14
510100000000000088,参保人0088,职工养老,正常参保,COMP0101,单位008,2026-06-15
510100000000000089,参保人0089,居民养老,正常参保,COMP0103,单位196,2025-11-18
510100000000000090,参保人0090,工伤,终止参保,COMP0116,单位094,2026-06-21
510100000000000091,参保人0091,职工养老,正常参保,COMP0168,单位052,2026-03-16
510100000000000092,参保人0092,工伤,正常参保,COMP0147,单位145,2026-04-09
510100000000000093,参保人0093,职工养老,暂停参保,COMP0058,单位183,2025-08-26
510100000000000094,参保人0094,工伤,正常参保,COMP0117,单位062,2025-11-01
510100000000000095,参保人0095,职工医保,正常参保,COMP0129,单位058,2026-04-07
510100000000000096,参保人0096,职工医保,正常参保,COMP0096,单位126,2026-04-11
510100000000000097,参保人0097,职工医保,正常参保,COMP0016,单位189,2026-01-27
510100000000000098,参保人0098,工伤,正常参保,COMP0093,单位195,2026-05-23
510100000000000099,参保人0099,居民医保,正常参保,COMP0179,单位086,2026-02-03
510100000000000100,参保人0100,工伤,正常参保,COMP0069,单位047,2026-05-05
510100000000000101,参保人0101,失业,正常参保,COMP0197,单位144,2026-01-01
510100000000000102,参保人0102,居民医保,正常参保,COMP0085,单位039,2026-04-29
510100000000000103,参保人0103,职工医保,暂停参保,COMP0101,单位023,2025-11-30
510100000000000104,参保人0104,居民医保,正常参保,COMP0100,单位034,2026-02-08
510100000000000105,参保人0105,居民医保,正常参保,COMP0186,单位096,2025-11-23
510100000000000106,参保人0106,工伤,正常参保,COMP0016,单位024,2025-09-05
510100000000000107,参保人0107,居民医保,暂停参保,COMP0128,单位160,2025-09-01
510100000000000108,参保人0108,居民养老,正常参保,COMP0163,单位124,2026-07-05
510100000000000109,参保人0109,职工医保,正常参保,COMP0179,单位171,2026-04-28
510100000000000110,参保人0110,居民养老,正常参保,COMP0065,单位161,2026-02-20
510100000000000111,参保人0111,居民医保,正常参保,COMP0044,单位029,2026-07-26
510100000000000112,参保人0112,失业,正常参保,COMP0035,单位081,2026-05-09
510100000000000113,参保人0113,工伤,正常参保,COMP0090,单位162,2026-04-14
510100000000000114,参保人0114,职工医保,正常参保,COMP0196,单位058,2026-04-15
510100000000000115,参保人0115,工伤,正常参保,COMP0157,单位120,2026-01-02
510100000000000116,参保人0116,工伤,正常参保,COMP0138,单位101,2026-01-27
510100000000000117,参保人0117,职工养老,正常参保,COMP0099,单位036,2026-05-03
510100000000000118,参保人0118,失业,终止参保,COMP0037,单位012,2026-02-05
510100000000000119,参保人0119,工伤,正常参保,COMP0099,单位105,2025-10-25
510100000000000120,参保人0120,职工医保,正常参保,COMP0084,单位112,2026-01-02
510100000000000121,参保人0121,失业,正常参保,COMP0187,单位019,2026-02-11
510100000000000122,参保人0122,居民养老,正常参保,COMP0189,单位147,2026-05-23
510100000000000123,参保人0123,职工医保,正常参保,COMP0028,单位128,2026-06-16
510100000000000124,参保人0124,职工养老,正常参保,COMP0117,单位069,2026-04-30
510100000000000125,参保人0125,居民养老,正常参保,COMP0180,单位123,2026-06-15
510100000000000126,参保人0126,职工医保,正常参保,COMP0109,单位181,2026-06-26
510100000000000127,参保人0127,居民医保,正常参保,COMP0142,单位122,2026-03-27
510100000000000128,参保人0128,职工养老,正常参保,COMP0075,单位146,2025-12-11
510100000000000129,参保人0129,居民养老,正常参保,COMP0074,单位186,2025-11-27
510100000000000130,参保人0130,失业,正常参保,COMP0174,单位141,2026-02-20
510100000000000131,参保人0131,居民医保,正常参保,COMP0178,单位027,2026-04-07
510100000000000132,参保人0132,居民医保,正常参保,COMP0029,单位165,2025-09-02
510100000000000133,参保人0133,工伤,正常参保,COMP0086,单位145,2025-09-14
510100000000000134,参保人0134,职工医保,正常参保,COMP0132,单位036,2026-05-29
510100000000000135,参保人0135,居民养老,正常参保,COMP0019,单位189,2025-08-08
510100000000000136,参保人0136,失业,正常参保,COMP0091,单位090,2026-07-19
510100000000000137,参保人0137,失业,正常参保,COMP0173,单位141,2025-12-08
510100000000000138,参保人0138,居民养老,正常参保,COMP0148,单位061,2025-08-11
510100000000000139,参保人0139,职工医保,正常参保,COMP0092,单位190,2026-01-28
510100000000000140,参保人0140,居民养老,正常参保,COMP0056,单位161,2026-04-12
510100000000000141,参保人0141,失业,正常参保,COMP0044,单位173,2026-02-28
510100000000000142,参保人0142,工伤,正常参保,COMP0047,单位149,2026-05-19
510100000000000143,参保人0143,失业,正常参保,COMP0164,单位147,2026-07-18
510100000000000144,参保人0144,职工医保,正常参保,COMP0047,单位049,2026-07-24
510100000000000145,参保人0145,职工医保,正常参保,COMP0118,单位003,2026-03-16
510100000000000146,参保人0146,职工医保,正常参保,COMP0012,单位074,2025-12-26
510100000000000147,参保人0147,失业,正常参保,COMP0152,单位156,2026-07-30
510100000000000148,参保人0148,居民医保,暂停参保,COMP0164,单位090,2026-03-24
510100000000000149,参保人0149,居民医保,正常参保,COMP0178,单位028,2025-12-30
510100000000000150,参保人0150,工伤,正常参保,COMP0192,单位155,2026-03-15
510100000000000151,参保人0151,职工医保,正常参保,COMP0157,单位141,2026-06-22
510100000000000152,参保人0152,职工养老,正常参保,COMP0082,单位115,2025-11-24
510100000000000153,参保人0153,工伤,正常参保,COMP0153,单位194,2026-07-28
510100000000000154,参保人0154,失业,正常参保,COMP0119,单位033,2026-06-03
510100000000000155,参保人0155,居民医保,终止参保,COMP0177,单位011,2025-08-31
510100000000000156,参保人0156,居民医保,正常参保,COMP0086,单位059,2025-10-28
510100000000000157,参保人0157,职工医保,正常参保,COMP0161,单位098,2026-04-24
510100000000000158,参保人0158,职工养老,正常参保,COMP0149,单位055,2026-08-01
510100000000000159,参保人0159,居民养老,正常参保,COMP0197,单位095,2026-03-27
510100000000000160,参保人0160,失业,正常参保,COMP0181,单位023,2026-06-15
510100000000000161,参保人0161,工伤,正常参保,COMP0083,单位145,2026-05-14
510100000000000162,参保人0162,失业,正常参保,COMP0110,单位001,2026-06-17
510100000000000163,参保人0163,工伤,正常参保,COMP0004,单位190,2025-10-23
510100000000000164,参保人0164,居民医保,暂停参保,COMP0095,单位072,2026-06-29
510100000000000165,参保人0165,居民医保,正常参保,COMP0182,单位118,2025-11-21
510100000000000166,参保人0166,职工养老,正常参保,COMP0012,单位193,2026-06-14
510100000000000167,参保人0167,居民养老,正常参保,COMP0057,单位145,2026-04-17
510100000000000168,参保人0168,工伤,正常参保,COMP0142,单位066,2026-05-24
510100000000000169,参保人0169,职工养老,正常参保,COMP0192,单位038,2025-10-05
510100000000000170,参保人0170,居民医保,正常参保,COMP0030,单位079,2025-08-25
510100000000000171,参保人0171,职工养老,正常参保,COMP0052,单位166,2025-09-06
510100000000000172,参保人0172,居民养老,正常参保,COMP0106,单位051,2026-05-18
510100000000000173,参保人0173,工伤,正常参保,COMP0132,单位138,2026-02-04
510100000000000174,参保人0174,职工医保,正常参保,COMP0017,单位084,2026-05-30
510100000000000175,参保人0175,居民医保,正常参保,COMP0053,单位194,2026-01-14
510100000000000176,参保人0176,失业,正常参保,COMP0115,单位111,2025-12-01
510100000000000177,参保人0177,职工养老,正常参保,COMP0008,单位132,2025-08-12
510100000000000178,参保人0178,居民养老,正常参保,COMP0025,单位195,2025-08-20
510100000000000179,参保人0179,职工养老,正常参保,COMP0093,单位160,2026-06-07
510100000000000180,参保人0180,居民医保,正常参保,COMP0147,单位021,2026-08-02
510100000000000181,参保人0181,居民医保,暂停参保,COMP0170,单位061,2026-07-16
510100000000000182,参保人0182,工伤,正常参保,COMP0001,单位133,2025-12-17
510100000000000183,参保人0183,居民养老,正常参保,COMP0046,单位034,2026-05-21
510100000000000184,参保人0184,居民医保,正常参保,COMP0155,单位073,2025-10-29
510100000000000185,参保人0185,职工医保,正常参保,COMP0121,单位056,2025-08-22
510100000000000186,参保人0186,职工养老,正常参保,COMP0048,单位061,2025-09-04
510100000000000187,参保人0187,居民医保,正常参保,COMP0001,单位008,2026-04-16
510100000000000188,参保人0188,职工养老,正常参保,COMP0047,单位127,2026-06-12
510100000000000189,参保人0189,失业,正常参保,COMP0028,单位078,2026-01-03
510100000000000190,参保人0190,居民医保,正常参保,COMP0014,单位187,2025-09-29
510100000000000191,参保人0191,职工养老,正常参保,COMP0003,单位111,2025-12-12
510100000000000192,参保人0192,职工养老,正常参保,COMP0038,单位115,2026-07-23
510100000000000193,参保人0193,职工医保,正常参保,COMP0039,单位185,2025-11-07
510100000000000194,参保人0194,失业,正常参保,COMP0126,单位044,2026-07-13
510100000000000195,参保人0195,职工医保,正常参保,COMP0025,单位068,2026-06-01
510100000000000196,参保人0196,职工医保,正常参保,COMP0111,单位111,2026-07-04
510100000000000197,参保人0197,职工医保,正常参保,COMP0042,单位169,2026-04-28
510100000000000198,参保人0198,失业,正常参保,COMP0026,单位064,2025-12-24
510100000000000199,参保人0199,职工养老,正常参保,COMP0059,单位109,2025-12-21
510100000000000200,参保人0200,职工医保,正常参保,COMP0181,单位150,2025-11-03
510100000000000201,参保人0201,失业,正常参保,COMP0112,单位004,2025-08-22
510100000000000202,参保人0202,职工养老,正常参保,COMP0062,单位094,2026-05-04
510100000000000203,参保人0203,职工医保,正常参保,COMP0031,单位040,2025-12-21
510100000000000204,参保人0204,居民养老,正常参保,COMP0006,单位066,2025-12-30
510100000000000205,参保人0205,职工养老,正常参保,COMP0079,单位134,2026-04-11
510100000000000206,参保人0206,职工医保,暂停参保,COMP0179,单位062,2026-01-25
510100000000000207,参保人0207,职工养老,正常参保,COMP0026,单位179,2026-02-15
510100000000000208,参保人0208,居民养老,正常参保,COMP0070,单位154,2026-04-11
510100000000000209,参保人0209,居民养老,正常参保,COMP0020,单位113,2026-03-20
510100000000000210,参保人0210,职工医保,正常参保,COMP0142,单位064,2026-06-30
510100000000000211,参保人0211,工伤,正常参保,COMP0100,单位077,2025-11-21
510100000000000212,参保人0212,职工医保,正常参保,COMP0178,单位010,2025-11-19
510100000000000213,参保人0213,居民医保,正常参保,COMP0130,单位013,2026-02-20
510100000000000214,参保人0214,居民医保,正常参保,COMP0065,单位063,2026-04-28
510100000000000215,参保人0215,职工医保,正常参保,COMP0009,单位143,2026-06-30
510100000000000216,参保人0216,职工养老,暂停参保,COMP0095,单位049,2026-05-30
510100000000000217,参保人0217,失业,正常参保,COMP0178,单位078,2026-03-23
510100000000000218,参保人0218,居民医保,正常参保,COMP0035,单位001,2025-10-15
510100000000000219,参保人0219,失业,正常参保,COMP0064,单位093,2025-09-13
510100000000000220,参保人0220,职工养老,正常参保,COMP0060,单位030,2025-10-20
510100000000000221,参保人0221,工伤,正常参保,COMP0005,单位083,2026-05-21
510100000000000222,参保人0222,居民医保,正常参保,COMP0132,单位089,2025-12-13
510100000000000223,参保人0223,居民医保,正常参保,COMP0146,单位040,2025-09-13
510100000000000224,参保人0224,失业,正常参保,COMP0179,单位125,2025-08-19
510100000000000225,参保人0225,职工医保,正常参保,COMP0145,单位194,2025-10-02
510100000000000226,参保人0226,职工养老,正常参保,COMP0179,单位198,2026-03-26
510100000000000227,参保人0227,职工养老,正常参保,COMP0179,单位042,2026-07-23
510100000000000228,参保人0228,工伤,正常参保,COMP0155,单位164,2026-03-03
510100000000000229,参保人0229,失业,正常参保,COMP0097,单位155,2025-10-22
510100000000000230,参保人0230,失业,正常参保,COMP0086,单位066,2026-07-28
510100000000000231,参保人0231,工伤,正常参保,COMP0097,单位118,2025-10-17
510100000000000232,参保人0232,工伤,正常参保,COMP0047,单位109,2026-01-03
510100000000000233,参保人0233,居民养老,正常参保,COMP0015,单位157,2026-03-24
510100000000000234,参保人0234,工伤,正常参保,COMP0047,单位068,2025-09-09
510100000000000235,参保人0235,工伤,正常参保,COMP0155,单位095,2026-04-14
510100000000000236,参保人0236,职工养老,正常参保,COMP0036,单位026,2025-10-12
510100000000000237,参保人0237,职工养老,正常参保,COMP0148,单位011,2025-11-26
510100000000000238,参保人0238,居民医保,正常参保,COMP0134,单位023,2025-10-08
510100000000000239,参保人0239,居民医保,正常参保,COMP0107,单位140,2026-01-01
510100000000000240,参保人0240,工伤,正常参保,COMP0111,单位104,2025-09-25
510100000000000241,参保人0241,职工养老,正常参保,COMP0100,单位068,2026-03-27
510100000000000242,参保人0242,工伤,正常参保,COMP0127,单位106,2026-05-07
510100000000000243,参保人0243,居民医保,正常参保,COMP0051,单位029,2025-10-15
510100000000000244,参保人0244,职工医保,正常参保,COMP0011,单位151,2025-11-23
510100000000000245,参保人0245,失业,正常参保,COMP0090,单位110,2026-02-06
510100000000000246,参保人0246,职工医保,正常参保,COMP0063,单位182,2026-06-13
510100000000000247,参保人0247,职工养老,正常参保,COMP0143,单位149,2025-10-02
510100000000000248,参保人0248,职工医保,正常参保,COMP0180,单位057,2026-04-12
510100000000000249,参保人0249,居民医保,正常参保,COMP0035,单位063,2025-12-06
510100000000000250,参保人0250,职工医保,正常参保,COMP0075,单位038,2026-01-09
510100000000000251,参保人0251,职工养老,正常参保,COMP0091,单位017,2026-04-01
510100000000000252,参保人0252,职工养老,正常参保,COMP0108,单位179,2026-02-06
510100000000000253,参保人0253,职工医保,正常参保,COMP0180,单位198,2025-08-28
510100000000000254,参保人0254,职工医保,正常参保,COMP0029,单位063,2026-03-10
510100000000000255,参保人0255,居民医保,正常参保,COMP0114,单位049,2025-09-04
510100000000000256,参保人0256,居民养老,正常参保,COMP0148,单位118,2025-08-30
510100000000000257,参保人0257,居民养老,正常参保,COMP0189,单位104,2026-06-19
510100000000000258,参保人0258,职工医保,终止参保,COMP0141,单位179,2026-01-08
510100000000000259,参保人0259,失业,正常参保,COMP0158,单位029,2025-10-06
510100000000000260,参保人0260,工伤,暂停参保,COMP0030,单位144,2026-07-19
510100000000000261,参保人0261,居民医保,正常参保,COMP0078,单位115,2026-02-13
510100000000000262,参保人0262,居民医保,正常参保,COMP0113,单位114,2025-12-28
510100000000000263,参保人0263,失业,正常参保,COMP0063,单位132,2025-11-16
510100000000000264,参保人0264,工伤,正常参保,COMP0103,单位131,2025-10-23
510100000000000265,参保人0265,居民医保,正常参保,COMP0110,单位162,2026-05-12
510100000000000266,参保人0266,居民养老,正常参保,COMP0178,单位135,2025-08-23
510100000000000267,参保人0267,职工医保,正常参保,COMP0067,单位187,2025-11-25
510100000000000268,参保人0268,工伤,正常参保,COMP0054,单位067,2026-06-17
510100000000000269,参保人0269,职工医保,暂停参保,COMP0008,单位162,2025-10-20
510100000000000270,参保人0270,失业,正常参保,COMP0120,单位046,2026-02-23
510100000000000271,参保人0271,失业,正常参保,COMP0142,单位055,2026-07-31
510100000000000272,参保人0272,居民医保,正常参保,COMP0161,单位151,2026-05-14
510100000000000273,参保人0273,职工养老,正常参保,COMP0036,单位029,2026-01-31
510100000000000274,参保人0274,居民医保,正常参保,COMP0129,单位047,2026-01-22
510100000000000275,参保人0275,居民养老,正常参保,COMP0130,单位195,2026-04-10
510100000000000276,参保人0276,居民养老,正常参保,COMP0005,单位037,2025-11-24
510100000000000277,参保人0277,失业,正常参保,COMP0053,单位172,2025-08-17
510100000000000278,参保人0278,居民养老,正常参保,COMP0108,单位024,2026-05-18
510100000000000279,参保人0279,居民医保,正常参保,COMP0120,单位059,2026-01-04
510100000000000280,参保人0280,职工医保,正常参保,COMP0014,单位009,2026-06-28
510100000000000281,参保人0281,居民医保,正常参保,COMP0103,单位022,2025-12-15
510100000000000282,参保人0282,失业,正常参保,COMP0154,单位186,2026-07-09
510100000000000283,参保人0283,工伤,终止参保,COMP0037,单位075,2025-09-15
510100000000000284,参保人0284,居民医保,正常参保,COMP0042,单位100,2026-06-27
510100000000000285,参保人0285,失业,正常参保,COMP0017,单位165,2026-03-07
510100000000000286,参保人0286,失业,正常参保,COMP0087,单位117,2025-08-10
510100000000000287,参保人0287,失业,正常参保,COMP0027,单位057,2025-10-24
510100000000000288,参保人0288,失业,暂停参保,COMP0168,单位098,2025-11-12
510100000000000289,参保人0289,工伤,正常参保,COMP0199,单位138,2026-02-15
510100000000000290,参保人0290,职工医保,正常参保,COMP0190,单位122,2026-06-22
510100000000000291,参保人0291,居民医保,正常参保,COMP0107,单位193,2025-10-04
510100000000000292,参保人0292,工伤,正常参保,COMP0115,单位026,2026-07-09
510100000000000293,参保人0293,工伤,正常参保,COMP0040,单位011,2026-02-24
510100000000000294,参保人0294,职工医保,正常参保,COMP0039,单位054,2026-05-01
510100000000000295,参保人0295,失业,正常参保,COMP0069,单位056,2025-10-22
510100000000000296,参保人0296,居民医保,正常参保,COMP0148,单位081,2025-08-07
510100000000000297,参保人0297,职工养老,终止参保,COMP0154,单位194,2026-05-26
510100000000000298,参保人0298,职工医保,正常参保,COMP0017,单位129,2026-01-02
510100000000000299,参保人0299,工伤,正常参保,COMP0104,单位042,2026-07-13
510100000000000300,参保人0300,职工养老,正常参保,COMP0108,单位172,2026-04-27
510100000000000301,参保人0301,居民医保,正常参保,COMP0019,单位101,2026-06-24
510100000000000302,参保人0302,职工养老,正常参保,COMP0189,单位017,2025-09-11
510100000000000303,参保人0303,职工医保,正常参保,COMP0047,单位012,2025-09-23
510100000000000304,参保人0304,职工养老,正常参保,COMP0149,单位081,2026-01-04
510100000000000305,参保人0305,工伤,正常参保,COMP0198,单位025,2026-05-10
510100000000000306,参保人0306,居民养老,正常参保,COMP0059,单位154,2025-08-07
510100000000000307,参保人0307,居民医保,正常参保,COMP0032,单位010,2026-07-22
510100000000000308,参保人0308,职工医保,正常参保,COMP0026,单位086,2025-11-30
510100000000000309,参保人0309,失业,正常参保,COMP0117,单位007,2026-03-23
510100000000000310,参保人0310,职工养老,正常参保,COMP0072,单位059,2026-01-04
510100000000000311,参保人0311,工伤,正常参保,COMP0116,单位167,2026-04-26
510100000000000312,参保人0312,职工医保,正常参保,COMP0159,单位152,2026-04-21
510100000000000313,参保人0313,居民养老,正常参保,COMP0098,单位131,2025-10-18
510100000000000314,参保人0314,职工养老,正常参保,COMP0183,单位108,2026-06-29
510100000000000315,参保人0315,职工医保,正常参保,COMP0093,单位153,2026-01-09
510100000000000316,参保人0316,职工医保,正常参保,COMP0170,单位108,2025-09-30
510100000000000317,参保人0317,职工养老,正常参保,COMP0034,单位158,2025-11-29
510100000000000318,参保人0318,工伤,正常参保,COMP0018,单位160,2026-05-03
510100000000000319,参保人0319,职工养老,正常参保,COMP0046,单位029,2025-09-23
510100000000000320,参保人0320,工伤,正常参保,COMP0016,单位184,2025-12-14
510100000000000321,参保人0321,职工医保,正常参保,COMP0158,单位153,2025-08-13
510100000000000322,参保人0322,居民养老,正常参保,COMP0065,单位177,2026-08-04
510100000000000323,参保人0323,工伤,正常参保,COMP0120,单位158,2025-09-17
510100000000000324,参保人0324,居民医保,正常参保,COMP0037,单位153,2026-01-26
510100000000000325,参保人0325,工伤,正常参保,COMP0073,单位143,2025-10-06
510100000000000326,参保人0326,职工医保,正常参保,COMP0196,单位140,2026-02-01
510100000000000327,参保人0327,居民医保,正常参保,COMP0061,单位171,2026-01-21
510100000000000328,参保人0328,失业,正常参保,COMP0011,单位062,2025-09-08
510100000000000329,参保人0329,居民医保,正常参保,COMP0199,单位052,2025-11-20
510100000000000330,参保人0330,职工养老,正常参保,COMP0148,单位093,2026-06-05
510100000000000331,参保人0331,失业,正常参保,COMP0107,单位057,2026-01-01
510100000000000332,参保人0332,职工医保,正常参保,COMP0120,单位006,2026-08-02
510100000000000333,参保人0333,工伤,正常参保,COMP0047,单位177,2026-07-29
510100000000000334,参保人0334,职工养老,正常参保,COMP0122,单位061,2026-02-10
510100000000000335,参保人0335,居民医保,正常参保,COMP0145,单位003,2026-02-28
510100000000000336,参保人0336,职工养老,正常参保,COMP0120,单位125,2026-05-10
510100000000000337,参保人0337,职工医保,正常参保,COMP0142,单位101,2026-05-01
510100000000000338,参保人0338,职工养老,正常参保,COMP0067,单位123,2026-07-09
510100000000000339,参保人0339,职工医保,正常参保,COMP0153,单位076,2026-02-18
510100000000000340,参保人0340,职工医保,正常参保,COMP0040,单位025,2025-11-19
510100000000000341,参保人0341,职工养老,正常参保,COMP0124,单位038,2025-09-13
510100000000000342,参保人0342,职工养老,正常参保,COMP0176,单位090,2026-07-01
510100000000000343,参保人0343,居民养老,正常参保,COMP0028,单位197,2026-05-18
510100000000000344,参保人0344,居民医保,正常参保,COMP0045,单位062,2025-08-23
510100000000000345,参保人0345,职工养老,正常参保,COMP0067,单位056,2026-06-28
510100000000000346,参保人0346,居民医保,正常参保,COMP0091,单位033,2025-11-18
510100000000000347,参保人0347,职工养老,正常参保,COMP0168,单位092,2025-08-19
510100000000000348,参保人0348,职工养老,正常参保,COMP0048,单位169,2025-11-11
510100000000000349,参保人0349,职工养老,正常参保,COMP0089,单位181,2026-02-18
510100000000000350,参保人0350,居民养老,正常参保,COMP0155,单位166,2026-01-31
510100000000000351,参保人0351,工伤,正常参保,COMP0058,单位031,2026-07-15
