id_card,company_id,company_name,payment_base,payment_amount,period,payment_type
510100000000002025,COMP0165,单位135,8000,2240.0,2024-03,正常缴纳
510100000000003837,COMP0150,单位098,3493,978.0400000000001,2024-11,一次性补缴
510100000000004090,COMP0143,单位166,5000,1400.0000000000002,2024-02,一次性补缴
510100000000004885,COMP0003,单位142,8000,2240.0,2025-06,正常缴纳
510100000000002693,COMP0041,单位153,30000,8400.0,2025-11,正常缴纳
510100000000004392,COMP0199,单位057,20000,5600.000000000001,2025-11,一次性补缴
510100000000003247,COMP0063,单位039,30000,8400.0,2025-05,正常缴纳
510100000000003520,COMP0187,单位164,3493,978.0400000000001,2024-09,正常缴纳
510100000000002014,COMP0081,单位181,30000,8400.0,2024-12,正常缴纳
510100000000004692,COMP0155,单位169,12000,3360.0000000000005,2025-03,一次性补缴
510100000000001938,COMP0185,单位122,8000,2240.0,2024-07,正常缴纳
510100000000004245,COMP0195,单位080,30000,8400.0,2025-11,正常缴纳
510100000000002598,COMP0077,单位092,3493,978.0400000000001,2024-10,正常缴纳
510100000000003040,COMP0185,单位044,30000,8400.0,2025-03,正常缴纳
510100000000003195,COMP0080,单位045,5000,1400.0000000000002,2025-09,一次性补缴
510100000000000906,COMP0180,单位153,5000,1400.0000000000002,2024-05,正常缴纳
510100000000004418,COMP0076,单位040,8000,2240.0,2025-06,正常缴纳
510100000000002423,COMP0081,单位038,3493,978.0400000000001,2025-04,正常缴纳
510100000000003393,COMP0030,单位010,12000,3360.0000000000005,2024-04,一次性补缴
510100000000001632,COMP0193,单位004,30000,8400.0,2024-06,正常缴纳
510100000000002367,COMP0119,单位092,8000,2240.0,2024-06,正常缴纳
510100000000000184,COMP0182,单位044,3493,978.0400000000001,2025-12,一次性补缴
510100000000002940,COMP0016,单位055,20000,5600.000000000001,2024-08,正常缴纳
510100000000001601,COMP0136,单位199,20000,5600.000000000001,2025-09,一次性补缴
510100000000001251,COMP0063,单位171,8000,2240.0,2024-10,正常缴纳
510100000000002354,COMP0056,单位171,5000,1400.0000000000002,2025-02,正常缴纳
510100000000000129,COMP0138,单位151,5000,1400.0000000000002,2024-06,一次性补缴
510100000000000593,COMP0014,单位081,8000,2240.0,2024-12,正常缴纳
510100000000001633,COMP0144,单位162,30000,8400.0,2025-07,正常缴纳
510100000000001194,COMP0064,单位071,12000,3360.0000000000005,2025-04,正常缴纳
510100000000003454,COMP0061,单位075,20000,5600.000000000001,2024-04,正常缴纳
510100000000002751,COMP0081,单位106,30000,8400.0,2025-03,一次性补缴
510100000000003061,COMP0121,单位152,8000,2240.0,2025-06,一次性补缴
510100000000004988,COMP0014,单位025,3493,978.0400000000001,2025-04,正常缴纳
510100000000003392,COMP0182,单位019,8000,2240.0,2024-10,正常缴纳
510100000000002441,COMP0144,单位104,30000,8400.0,2025-11,一次性补缴
510100000000001480,COMP0019,单位196,5000,1400.0000000000002,2025-03,正常缴纳
510100000000001685,COMP0036,单位151,8000,2240.0,2024-10,正常缴纳
510100000000002782,COMP0093,单位005,12000,3360.0000000000005,2025-06,正常缴纳
510100000000000097,COMP0012,单位150,3493,978.0400000000001,2024-12,一次性补缴
510100000000000683,COMP0109,单位027,20000,5600.000000000001,2025-07,正常缴纳
510100000000003123,COMP0013,单位042,20000,5600.000000000001,2024-02,正常缴纳
510100000000000854,COMP0107,单位141,5000,1400.0000000000002,2024-04,正常缴纳
510100000000002550,COMP0089,单位178,30000,8400.0,2025-10,一次性补缴
510100000000001338,COMP0173,单位198,20000,5600.000000000001,2024-03,正常缴纳
510100000000003500,COMP0023,单位101,8000,2240.0,2025-03,正常缴纳
510100000000000749,COMP0197,单位017,30000,8400.0,2025-07,正常缴纳
510100000000003995,COMP0077,单位178,5000,1400.0000000000002,2025-01,正常缴纳
510100000000000195,COMP0107,单位195,5000,1400.0000000000002,2024-10,一次性补缴
510100000000003054,COMP0126,单位083,5000,1400.0000000000002,2025-08,一次性补缴
510100000000003299,COMP0121,单位107,30000,8400.0,2024-07,正常缴纳
510100000000000618,COMP0146,单位046,5000,1400.0000000000002,2025-09,正常缴纳
510100000000003152,COMP0060,单位076,8000,2240.0,2024-04,一次性补缴
510100000000001943,COMP0074,单位058,20000,5600.000000000001,2025-07,正常缴纳
510100000000002417,COMP0075,单位065,12000,3360.0000000000005,2024-04,一次性补缴
510100000000004411,COMP0137,单位173,30000,8400.0,2025-12,一次性补缴
510100000000001970,COMP0136,单位114,3493,978.0400000000001,2025-11,一次性补缴
510100000000004665,COMP0070,单位093,20000,5600.000000000001,2024-12,正常缴纳
510100000000004434,COMP0017,单位054,3493,978.0400000000001,2025-12,一次性补缴
510100000000002352,COMP0182,单位144,8000,2240.0,2024-12,一次性补缴
510100000000002657,COMP0136,单位149,30000,8400.0,2025-08,一次性补缴
510100000000003123,COMP0143,单位132,5000,1400.0000000000002,2025-04,一次性补缴
510100000000002922,COMP0132,单位041,30000,8400.0,2024-03,正常缴纳
510100000000003118,COMP0137,单位130,12000,3360.0000000000005,2024-10,正常缴纳
510100000000004527,COMP0069,单位028,12000,3360.0000000000005,2024-07,正常缴纳
510100000000003527,COMP0158,单位081,30000,8400.0,2024-01,正常缴纳
510100000000002007,COMP0048,单位049,5000,1400.0000000000002,2024-02,正常缴纳
510100000000004472,COMP0145,单位123,30000,8400.0,2024-10,正常缴纳
510100000000000357,COMP0165,单位064,3493,978.0400000000001,2025-02,正常缴纳
510100000000003418,COMP0058,单位155,3493,978.0400000000001,2024-07,正常缴纳
510100000000000486,COMP0151,单位103,8000,2240.0,2025-12,正常缴纳
510100000000001506,COMP0179,单位084,8000,2240.0,2025-09,正常缴纳
510100000000001070,COMP0191,单位140,3493,978.0400000000001,2024-07,正常缴纳
510100000000002972,COMP0049,单位131,12000,3360.0000000000005,2025-05,一次性补缴
510100000000004182,COMP0126,单位026,5000,1400.0000000000002,2024-12,正常缴纳
510100000000004142,COMP0076,单位096,20000,5600.000000000001,2025-06,正常缴纳
510100000000001258,COMP0136,单位098,12000,3360.0000000000005,2024-07,正常缴纳
510100000000001563,COMP0077,单位157,20000,5600.000000000001,2024-08,正常缴纳
510100000000004881,COMP0050,单位089,20000,5600.000000000001,2024-06,正常缴纳
510100000000003198,COMP0093,单位021,20000,5600.000000000001,2025-07,正常缴纳
510100000000003491,COMP0152,单位160,12000,3360.0000000000005,2024-11,一次性补缴
510100000000002925,COMP0082,单位128,5000,1400.0000000000002,2024-05,一次性补缴
510100000000004207,COMP0170,单位087,8000,2240.0,2024-02,一次性补缴
510100000000001161,COMP0082,单位136,3493,978.0400000000001,2024-10,正常缴纳
510100000000003202,COMP0166,单位130,8000,2240.0,2024-01,正常缴纳
510100000000002389,COMP0098,单位124,12000,3360.0000000000005,2024-10,正常缴纳
510100000000001492,COMP0162,单位027,5000,1400.0000000000002,2024-07,正常缴纳
510100000000000013,COMP0098,单位023,12000,3360.0000000000005,2025-10,正常缴纳
510100000000001782,COMP0112,单位096,3493,978.0400000000001,2025-09,正常缴纳
510100000000004345,COMP0071,单位085,20000,5600.000000000001,2025-08,一次性补缴
510100000000001825,COMP0035,单位039,3493,978.0400000000001,2025-07,正常缴纳
510100000000000029,COMP0132,单位143,20000,5600.000000000001,2024-03,正常缴纳
510100000000003126,COMP0194,单位060,5000,1400.0000000000002,2025-12,正常缴纳
510100000000002910,COMP0083,单位179,12000,3360.0000000000005,2024-03,一次性补缴
510100000000004767,COMP0130,单位088,30000,8400.0,2024-11,一次性补缴
510100000000000712,COMP0077,单位014,8000,2240.0,2024-11,正常缴纳
510100000000001359,COMP0124,单位186,5000,1400.0000000000002,2025-09,一次性补缴
510100000000002612,COMP0156,单位018,30000,8400.0,2025-06,正常缴纳
510100000000000240,COMP0045,单位199,20000,5600.000000000001,2024-03,一次性补缴
510100000000003558,COMP0021,单位156,5000,1400.0000000000002,2025-12,一次性补缴
510100000000003734,COMP0176,单位180,5000,1400.0000000000002,2025-07,正常缴纳
510100000000002559,COMP0161,单位062,5000,1400.0000000000002,2024-07,一次性补缴
510100000000002019,COMP0031,单位074,12000,3360.0000000000005,2024-02,正常缴纳
510100000000002355,COMP0185,单位078,5000,1400.0000000000002,2024-09,正常缴纳
510100000000000253,COMP0074,单位079,12000,3360.0000000000005,2025-06,一次性补缴
510100000000002166,COMP0155,单位017,12000,3360.0000000000005,2024-02,一次性补缴
510100000000001093,COMP0182,单位097,12000,3360.0000000000005,2025-02,正常缴纳
510100000000004067,COMP0005,单位197,20000,5600.000000000001,2024-10,一次性补缴
510100000000001563,COMP0171,单位077,5000,1400.0000000000002,2024-01,正常缴纳
510100000000001562,COMP0072,单位134,30000,8400.0,2024-10,正常缴纳
510100000000003654,COMP0150,单位187,5000,1400.0000000000002,2024-05,正常缴纳
510100000000000620,COMP0097,单位001,12000,3360.0000000000005,2025-09,一次性补缴
510100000000001799,COMP0160,单位030,12000,3360.0000000000005,2025-12,正常缴纳
510100000000000984,COMP0061,单位141,12000,3360.0000000000005,2024-10,一次性补缴
510100000000002620,COMP0120,单位172,30000,8400.0,2024-09,一次性补缴
510100000000003130,COMP0185,单位011,5000,1400.0000000000002,2024-06,一次性补缴
510100000000001018,COMP0084,单位135,20000,5600.000000000001,2024-09,正常缴纳
510100000000001116,COMP0116,单位076,20000,5600.000000000001,2024-12,正常缴纳
510100000000001828,COMP0188,单位193,8000,2240.0,2025-09,正常缴纳
510100000000002505,COMP0048,单位190,20000,5600.000000000001,2025-09,一次性补缴
510100000000000076,COMP0121,单位003,30000,8400.0,2024-03,一次性补缴
510100000000004561,COMP0121,单位087,8000,2240.0,2025-02,正常缴纳
510100000000000946,COMP0042,单位029,20000,5600.000000000001,2025-12,正常缴纳
510100000000003486,COMP0092,单位112,3493,978.0400000000001,2025-07,一次性补缴
510100000000004530,COMP0144,单位098,30000,8400.0,2025-10,一次性补缴
510100000000004887,COMP0107,单位171,5000,1400.0000000000002,2024-03,一次性补缴
510100000000000605,COMP0063,单位154,20000,5600.000000000001,2024-03,正常缴纳
510100000000002995,COMP0129,单位180,20000,5600.000000000001,2025-06,正常缴纳
510100000000002299,COMP0135,单位075,8000,2240.0,2024-04,一次性补缴
510100000000003415,COMP0030,单位158,20000,5600.000000000001,2024-09,一次性补缴
510100000000000992,COMP0084,单位150,20000,5600.000000000001,2024-10,正常缴纳
510100000000002661,COMP0163,单位038,20000,5600.000000000001,2025-12,正常缴纳
510100000000004506,COMP0131,单位177,12000,3360.0000000000005,2024-06,正常缴纳
510100000000000018,COMP0031,单位020,30000,8400.0,2024-03,正常缴纳
510100000000000364,COMP0182,单位027,8000,2240.0,2024-12,正常缴纳
510100000000004294,COMP0017,单位084,30000,8400.0,2025-03,正常缴纳
510100000000001437,COMP0153,单位088,30000,8400.0,2025-02,正常缴纳
510100000000001842,COMP0101,单位071,8000,2240.0,2024-11,正常缴纳
510100000000004278,COMP0199,单位134,3493,978.0400000000001,2025-02,正常缴纳
510100000000001468,COMP0147,单位121,8000,2240.0,2025-06,正常缴纳
510100000000000153,COMP0070,单位020,8000,2240.0,2024-06,正常缴纳
510100000000002267,COMP0163,单位136,30000,8400.0,2024-06,正常缴纳
510100000000001495,COMP0149,单位123,3493,978.0400000000001,2025-07,正常缴纳
510100000000004158,COMP0016,单位134,5000,1400.0000000000002,2025-10,一次性补缴
510100000000000478,COMP0114,单位114,5000,1400.0000000000002,2024-12,正常缴纳
510100000000000236,COMP0163,单位086,3493,978.0400000000001,2024-01,正常缴纳
510100000000002324,COMP0001,单位132,20000,5600.000000000001,2025-10,正常缴纳
510100000000000685,COMP0175,单位007,20000,5600.000000000001,2024-03,正常缴纳
510100000000002225,COMP0154,单位031,8000,2240.0,2025-10,正常缴纳
510100000000001067,COMP0081,单位166,12000,3360.0000000000005,2024-02,一次性补缴
510100000000000617,COMP0103,单位062,30000,8400.0,2024-02,正常缴纳
510100000000001119,COMP0040,单位141,8000,2240.0,2024-01,正常缴纳
510100000000004879,COMP0013,单位151,3493,978.0400000000001,2025-11,正常缴纳
510100000000002397,COMP0141,单位030,5000,1400.0000000000002,2024-07,正常缴纳
510100000000003009,COMP0094,单位039,8000,2240.0,2024-12,正常缴纳
510100000000002550,COMP0166,单位014,3493,978.0400000000001,2025-07,正常缴纳
510100000000000554,COMP0181,单位131,5000,1400.0000000000002,2024-08,正常缴纳
510100000000004542,COMP0065,单位079,8000,2240.0,2025-04,一次性补缴
510100000000002225,COMP0151,单位061,5000,1400.0000000000002,2024-03,正常缴纳
510100000000001557,COMP0116,单位091,3493,978.0400000000001,2025-08,正常缴纳
510100000000003438,COMP0161,单位042,12000,3360.0000000000005,2025-07,正常缴纳
510100000000004655,COMP0027,单位015,30000,8400.0,2024-09,正常缴纳
510100000000000360,COMP0134,单位185,3493,978.0400000000001,2025-07,一次性补缴
510100000000004691,COMP0054,单位110,30000,8400.0,2024-04,正常缴纳
510100000000001863,COMP0002,单位142,30000,8400.0,2025-02,正常缴纳
510100000000004623,COMP0052,单位197,5000,1400.0000000000002,2025-05,一次性补缴
510100000000002252,COMP0113,单位178,5000,1400.0000000000002,2024-01,一次性补缴
510100000000003499,COMP0042,单位045,5000,1400.0000000000002,2025-11,正常缴纳
510100000000004223,COMP0038,单位097,30000,8400.0,2025-05,正常缴纳
510100000000003403,COMP0007,单位194,30000,8400.0,2025-01,正常缴纳
510100000000001041,COMP0108,单位135,3493,978.0400000000001,2024-06,正常缴纳
510100000000003721,COMP0189,单位059,20000,5600.000000000001,2024-11,正常缴纳
510100000000000007,COMP0055,单位134,5000,1400.0000000000002,2024-08,正常缴纳
510100000000003185,COMP0088,单位138,8000,2240.0,2025-04,正常缴纳
510100000000002103,COMP0108,单位095,20000,5600.000000000001,2025-05,正常缴纳
510100000000002921,COMP0089,单位127,8000,2240.0,2025-09,正常缴纳
510100000000000836,COMP0063,单位050,8000,2240.0,2025-05,正常缴纳
510100000000002859,COMP0052,单位009,3493,978.0400000000001,2024-01,正常缴纳
510100000000004397,COMP0103,单位186,5000,1400.0000000000002,2024-04,一次性补缴
510100000000002640,COMP0013,单位134,8000,2240.0,2025-05,一次性补缴
510100000000004176,COMP0005,单位006,8000,2240.0,2025-05,正常缴纳
510100000000001940,COMP0042,单位081,30000,8400.0,2024-03,一次性补缴
510100000000000227,COMP0034,单位037,20000,5600.000000000001,2025-01,一次性补缴
510100000000001280,COMP0187,单位132,5000,1400.0000000000002,2024-02,正常缴纳
510100000000003535,COMP0189,单位150,3493,978.0400000000001,2025-12,一次性补缴
510100000000000759,COMP0198,单位042,30000,8400.0,2025-07,正常缴纳
510100000000004258,COMP0020,单位108,3493,978.0400000000001,2025-07,一次性补缴
510100000000002002,COMP0009,单位027,3493,978.0400000000001,2025-02,正常缴纳
510100000000002290,COMP0112,单位086,12000,3360.0000000000005,2024-02,正常缴纳
510100000000001383,COMP0088,单位020,8000,2240.0,2025-12,正常缴纳
510100000000001521,COMP0098,单位160,30000,8400.0,2024-08,正常缴纳
510100000000003261,COMP0131,单位089,3493,978.0400000000001,2025-12,正常缴纳
510100000000002823,COMP0133,单位139,12000,3360.0000000000005,2025-03,正常缴纳
510100000000002021,COMP0147,单位176,3493,978.0400000000001,2024-07,一次性补缴
510100000000004255,COMP0046,单位092,20000,5600.000000000001,2025-02,正常缴纳
510100000000000139,COMP0115,单位072,5000,1400.0000000000002,2024-07,正常缴纳
510100000000000385,COMP0009,单位108,30000,8400.0,2024-02,正常缴纳
510100000000004542,COMP0090,单位174,5000,1400.0000000000002,2024-11,一次性补缴
510100000000001477,COMP0136,单位096,12000,3360.0000000000005,2024-03,一次性补缴
510100000000002039,COMP0120,单位018,3493,978.0400000000001,2025-09,正常缴纳
510100000000004543,COMP0144,单位151,5000,1400.0000000000002,2025-07,正常缴纳
510100000000003894,COMP0189,单位084,20000,5600.000000000001,2024-08,正常缴纳
510100000000002200,COMP0096,单位053,5000,1400.0000000000002,2024-10,一次性补缴
510100000000004860,COMP0073,单位176,8000,2240.0,2025-11,一次性补缴
510100000000004846,COMP0019,单位143,8000,2240.0,2025-08,正常缴纳
510100000000003919,COMP0109,单位185,30000,8400.0,2024-08,一次性补缴
510100000000001857,COMP0181,单位052,8000,2240.0,2024-05,正常缴纳
510100000000002446,COMP0084,单位034,8000,2240.0,2025-01,正常缴纳
510100000000002305,COMP0132,单位016,8000,2240.0,2025-01,正常缴纳
510100000000000997,COMP0052,单位016,3493,978.0400000000001,2025-07,一次性补缴
510100000000003086,COMP0102,单位023,30000,8400.0,2024-03,正常缴纳
510100000000000016,COMP0114,单位186,20000,5600.000000000001,2025-09,正常缴纳
510100000000001465,COMP0184,单位143,30000,8400.0,2025-12,一次性补缴
510100000000003287,COMP0029,单位016,3493,978.0400000000001,2024-05,一次性补缴
510100000000001713,COMP0005,单位141,30000,8400.0,2024-01,正常缴纳
510100000000003179,COMP0046,单位082,5000,1400.0000000000002,2025-04,正常缴纳
510100000000000841,COMP0081,单位139,12000,3360.0000000000005,2025-11,正常缴纳
510100000000003320,COMP0132,单位169,5000,1400.0000000000002,2024-12,正常缴纳
510100000000002288,COMP0190,单位084,3493,978.0400000000001,2024-08,正常缴纳
510100000000003346,COMP0057,单位015,3493,978.0400000000001,2024-05,一次性补缴
510100000000002412,COMP0096,单位022,12000,3360.0000000000005,2024-06,正常缴纳
510100000000000208,COMP0133,单位125,12000,3360.0000000000005,2024-01,正常缴纳
510100000000004678,COMP0176,单位018,20000,5600.000000000001,2024-06,正常缴纳
510100000000003369,COMP0117,单位180,20000,5600.000000000001,2024-10,正常缴纳
510100000000001703,COMP0056,单位118,5000,1400.0000000000002,2024-04,正常缴纳
510100000000001028,COMP0014,单位024,3493,978.0400000000001,2024-04,一次性补缴
510100000000001538,COMP0119,单位137,12000,3360.0000000000005,2025-04,正常缴纳
510100000000000392,COMP0001,单位116,12000,3360.0000000000005,2024-03,正常缴纳
510100000000002705,COMP0010,单位146,12000,3360.0000000000005,2025-01,正常缴纳
510100000000003460,COMP0045,单位118,5000,1400.0000000000002,2025-07,一次性补缴
510100000000002008,COMP0112,单位013,8000,2240.0,2024-09,一次性补缴
510100000000004838,COMP0033,单位132,20000,5600.000000000001,2025-10,一次性补缴
510100000000004757,COMP0036,单位102,20000,5600.000000000001,2025-07,正常缴纳
510100000000000017,COMP0058,单位076,3493,978.0400000000001,2024-09,正常缴纳
510100000000003082,COMP0141,单位163,12000,3360.0000000000005,2024-09,一次性补缴
510100000000003312,COMP0089,单位045,8000,2240.0,2025-01,正常缴纳
510100000000002965,COMP0102,单位091,8000,2240.0,2025-04,一次性补缴
510100000000002431,COMP0077,单位198,5000,1400.0000000000002,2025-05,正常缴纳
510100000000004134,COMP0011,单位112,30000,8400.0,2024-12,一次性补缴
510100000000003364,COMP0016,单位070,30000,8400.0,2024-09,正常缴纳
510100000000002774,COMP0144,单位018,20000,5600.000000000001,2024-12,正常缴纳
510100000000004909,COMP0019,单位038,5000,1400.0000000000002,2024-11,正常缴纳
510100000000003884,COMP0117,单位162,30000,8400.0,2025-12,正常缴纳
510100000000002939,COMP0124,单位027,8000,2240.0,2025-07,正常缴纳
510100000000004806,COMP0112,单位089,20000,5600.000000000001,2025-06,正常缴纳
510100000000002720,COMP0096,单位122,3493,978.0400000000001,2024-06,正常缴纳
510100000000004971,COMP0190,单位082,12000,3360.0000000000005,2025-03,正常缴纳
510100000000001814,COMP0065,单位082,30000,8400.0,2024-09,一次性补缴
510100000000001808,COMP0185,单位148,20000,5600.000000000001,2025-09,正常缴纳
510100000000001776,COMP0031,单位065,20000,5600.000000000001,2025-12,正常缴纳
510100000000004730,COMP0131,单位070,30000,8400.0,2024-03,正常缴纳
510100000000002122,COMP0045,单位069,3493,978.0400000000001,2025-02,正常缴纳
510100000000000307,COMP0192,单位116,12000,3360.0000000000005,2024-01,正常缴纳
510100000000002444,COMP0080,单位029,12000,3360.0000000000005,2025-06,一次性补缴
510100000000003302,COMP0102,单位059,30000,8400.0,2024-05,一次性补缴
510100000000000931,COMP0010,单位134,12000,3360.0000000000005,2024-05,正常缴纳
510100000000004551,COMP0003,单位104,8000,2240.0,2024-05,正常缴纳
510100000000000646,COMP0191,单位015,20000,5600.000000000001,2024-03,正常缴纳
510100000000002509,COMP0116,单位196,5000,1400.0000000000002,2025-03,正常缴纳
510100000000000321,COMP0156,单位060,3493,978.0400000000001,2025-02,正常缴纳
510100000000000830,COMP0189,单位092,20000,5600.000000000001,2025-08,正常缴纳
510100000000001580,COMP0172,单位129,20000,5600.000000000001,2024-01,正常缴纳
510100000000003432,COMP0014,单位151,5000,1400.0000000000002,2025-06,一次性补缴
510100000000002083,COMP0128,单位180,30000,8400.0,2025-01,一次性补缴
510100000000000840,COMP0182,单位071,5000,1400.0000000000002,2025-12,正常缴纳
510100000000004843,COMP0060,单位060,12000,3360.0000000000005,2024-05,正常缴纳
510100000000002038,COMP0181,单位145,30000,8400.0,2024-09,正常缴纳
510100000000003016,COMP0187,单位080,30000,8400.0,2025-02,正常缴纳
510100000000002315,COMP0164,单位010,20000,5600.000000000001,2025-12,一次性补缴
510100000000003461,COMP0132,单位158,8000,2240.0,2024-11,正常缴纳
510100000000001596,COMP0035,单位106,20000,5600.000000000001,2024-04,正常缴纳
510100000000002870,COMP0088,单位095,3493,978.0400000000001,2025-09,正常缴纳
510100000000004260,COMP0013,单位025,5000,1400.0000000000002,2025-11,正常缴纳
510100000000003618,COMP0083,单位053,3493,978.0400000000001,2025-06,一次性补缴
510100000000002451,COMP0161,单位093,8000,2240.0,2025-07,正常缴纳
510100000000001315,COMP0104,单位054,20000,5600.000000000001,2024-09,正常缴纳
510100000000002740,COMP0048,单位170,12000,3360.0000000000005,2024-11,正常缴纳
510100000000003717,COMP0127,单位046,5000,1400.0000000000002,2025-10,正常缴纳
510100000000004685,COMP0033,单位062,5000,1400.0000000000002,2025-12,正常缴纳
510100000000003671,COMP0078,单位005,3493,978.0400000000001,2024-05,正常缴纳
510100000000003504,COMP0060,单位046,20000,5600.000000000001,2025-09,正常缴纳
510100000000004364,COMP0108,单位112,3493,978.0400000000001,2025-02,正常缴纳
510100000000002672,COMP0097,单位051,8000,2240.0,2025-04,正常缴纳
510100000000001924,COMP0048,单位104,5000,1400.0000000000002,2024-11,一次性补缴
510100000000002701,COMP0096,单位139,20000,5600.000000000001,2025-07,正常缴纳
510100000000003950,COMP0144,单位076,30000,8400.0,2025-02,正常缴纳
510100000000002817,COMP0003,单位184,5000,1400.0000000000002,2025-11,一次性补缴
510100000000004488,COMP0088,单位113,12000,3360.0000000000005,2025-01,正常缴纳
510100000000003577,COMP0086,单位199,12000,3360.0000000000005,2025-04,一次性补缴
510100000000001261,COMP0022,单位180,30000,8400.0,2025-07,一次性补缴
510100000000003570,COMP0083,单位019,5000,1400.0000000000002,2025-02,一次性补缴
510100000000001108,COMP0035,单位005,20000,5600.000000000001,2025-07,正常缴纳
510100000000000472,COMP0138,单位102,5000,1400.0000000000002,2025-06,正常缴纳
510100000000001481,COMP0020,单位163,8000,2240.0,2024-08,一次性补缴
510100000000000949,COMP0095,单位127,30000,8400.0,2024-11,正常缴纳
510100000000000197,COMP0160,单位139,12000,3360.0000000000005,2025-07,正常缴纳
510100000000001338,COMP0156,单位079,3493,978.0400000000001,2024-02,正常缴纳
510100000000002558,COMP0150,单位157,5000,1400.0000000000002,2025-10,一次性补缴
510100000000002811,COMP0173,单位094,5000,1400.0000000000002,2025-11,正常缴纳
510100000000002708,COMP0123,单位141,5000,1400.0000000000002,2025-09,正常缴纳
510100000000000788,COMP0001,单位186,5000,1400.0000000000002,2024-05,正常缴纳
510100000000003251,COMP0023,单位149,20000,5600.000000000001,2025-04,一次性补缴
510100000000000607,COMP0075,单位088,3493,978.0400000000001,2025-09,正常缴纳
510100000000004888,COMP0113,单位099,3493,978.0400000000001,2024-09,正常缴纳
510100000000003121,COMP0087,单位191,3493,978.0400000000001,2024-01,正常缴纳
510100000000000649,COMP0136,单位106,5000,1400.0000000000002,2024-10,正常缴纳
510100000000001863,COMP0129,单位176,8000,2240.0,2024-08,正常缴纳
510100000000003447,COMP0069,单位195,12000,3360.0000000000005,2025-01,正常缴纳
510100000000002570,COMP0166,单位196,5000,1400.0000000000002,2024-03,正常缴纳
510100000000004054,COMP0145,单位013,30000,8400.0,2024-01,正常缴纳
510100000000000224,COMP0194,单位196,5000,1400.0000000000002,2025-04,正常缴纳
510100000000003696,COMP0023,单位124,3493,978.0400000000001,2024-02,正常缴纳
510100000000001916,COMP0111,单位007,5000,1400.0000000000002,2025-12,正常缴纳
510100000000001983,COMP0164,单位004,3493,978.0400000000001,2025-07,正常缴纳
510100000000000601,COMP0092,单位155,3493,978.0400000000001,2024-03,正常缴纳
510100000000004176,COMP0103,单位197,30000,8400.0,2025-07,正常缴纳
510100000000004128,COMP0035,单位050,3493,978.0400000000001,2025-08,正常缴纳
510100000000004796,COMP0025,单位153,8000,2240.0,2024-11,正常缴纳
510100000000001386,COMP0111,单位121,12000,3360.0000000000005,2025-03,正常缴纳
510100000000002145,COMP0116,单位197,8000,2240.0,2024-07,正常缴纳
510100000000004327,COMP0111,单位096,20000,5600.000000000001,2025-12,一次性补缴
